"loci","Orthogroup","trait","Gene Name","org","Chromosome Name","bp","start","end","Gene Start (bp)","Gene End (bp)","Description","present","genecount","gFDR","pFDR","rank","rank_new"
"Gmax_Wm82.a2.v1_Rb_3_40138585","OG0000490","Rb","Glyma.03G190200","Gmax_Wm82.a2.v1",3,40138585,39938585,40367512,40103575,40109088,"K13680 - beta-mannan synthase [EC:2.4.1.32] Man b1-4 Man (CSLA)  (1 of 11)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_3_44616902","OG0000552","Rb","Glyma.03G247500","Gmax_Wm82.a2.v1",3,44616902,44416902,44816902,44429284,44430566,"PTHR22595:SF62 - HEVEIN-LIKE PREPROPROTEIN (1 of 6)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_4_16305279","OG0000297","Rb","Glyma.04G124800","Gmax_Wm82.a2.v1",4,16305279,16105279,17382657,16368438,16390781,"KOG2615 - Permease of the major facilitator superfamily (1 of 9)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_5_31198107","OG0000997","Rb","Glyma.05G117200","Gmax_Wm82.a2.v1",5,31198107,30998107,32203952,31012789,31015519,"1.10.3.11 - Ubiquinol oxidase (non-electrogenic) / Ubiquinol oxidase (1 of 6)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_5_32594828","OG0003965","Rb","Glyma.05G134400","Gmax_Wm82.a2.v1",5,32594828,32394828,32794828,32708277,32711579,"PTHR11514:SF29 - BASIC HELIX-LOOP-HELIX (BHLH) DNA-BINDING SUPERFAMILY PROTEIN-RELATED (1 of 4)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_5_3332006","OG0002074","Rb","Glyma.05G036000","Gmax_Wm82.a2.v1",5,3332006,3132006,4106282,3171382,3171876,"",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_5_33774667","OG0001901","Rb","Glyma.05G148000","Gmax_Wm82.a2.v1",5,33774667,33574667,35329446,34217841,34220123,"PTHR15601 - STRESS ASSOCIATED ENDOPLASMIC RETICULUM PROTEIN  SERP1/RAMP4 (1 of 4)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_5_40321058","OG0002336","Rb","Glyma.05G224400","Gmax_Wm82.a2.v1",5,40321058,40121058,40548254,40325845,40327778,"PF00642 - Zinc finger C-x8-C-x5-C-x3-H type (and similar) (zf-CCCH)  (1 of 95)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_5_41376185","OG0005427","Rb","Glyma.05G236400","Gmax_Wm82.a2.v1",5,41376185,41176185,41841184,41274513,41279615,"PTHR22298:SF28 - ENDOGLUCANASE 4-RELATED (1 of 2)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_5_4650659","OG0000270","Rb","Glyma.05G051700","Gmax_Wm82.a2.v1",5,4650659,4450659,4850659,4649114,4652758,"",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_6_11871084","OG0000688","Rb","Glyma.06G147800","Gmax_Wm82.a2.v1",6,11871084,11671084,12836120,12070691,12076927,"",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_6_13331788","OG0000059","Rb","Glyma.06G160500","Gmax_Wm82.a2.v1",6,13331788,13131788,15137703,13248111,13249769,"PTHR10641:SF643 - MYB TRANSCRIPTION FACTOR-RELATED (1 of 3)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_6_15360572","OG0002074","Rb","Glyma.06G184300","Gmax_Wm82.a2.v1",6,15360572,15160572,16392421,15945410,15946811,"",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_6_16752445","OG0004212","Rb","Glyma.06G192000","Gmax_Wm82.a2.v1",6,16752445,16552445,17168506,16953759,16961284,"K17805 - mitochondrial import inner membrane translocase subunit TIM16 (PAM16, TIM16)  (1 of 3)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_6_17436477","OG0000193","Rb","Glyma.06G195000","Gmax_Wm82.a2.v1",6,17436477,17236477,17822398,17424362,17427308,"PF01357 - Pollen allergen (Pollen_allerg_1)  (1 of 79)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_6_955419","OG0008713","Rb","Glyma.06G018700","Gmax_Wm82.a2.v1",6,955419,755419,1415222,1410565,1419075,"",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_7_17721312","OG0000035","Rb","Glyma.07G147800","Gmax_Wm82.a2.v1",7,17721312,17521312,18200930,17783634,17787402,"",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_7_36386538","OG0000184","Rb","Glyma.07G199900","Gmax_Wm82.a2.v1",7,36386538,36186538,38306679,36854378,36857292,"PTHR10666:SF150 - POLYUBIQUITIN 3 (1 of 3)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_7_42323346","OG0000059","Rb","Glyma.07G242600","Gmax_Wm82.a2.v1",7,42323346,42123346,42523346,42241100,42243397,"PTHR10641:SF203 - MYB DOMAIN PROTEIN 11-RELATED (1 of 4)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_7_43750579","OG0000929","Rb","Glyma.07G264400","Gmax_Wm82.a2.v1",7,43750579,43550579,44093649,43865553,43869855,"K18045 - tyrosine-protein phosphatase SIW14 [EC:3.1.3.48] (SIW14, OCA3)  (1 of 6)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_7_7181748","OG0000092","Rb","Glyma.07G083000","Gmax_Wm82.a2.v1",7,7181748,6981748,7677627,7622834,7625387,"1.14.13.152 - Geraniol 8-hydroxylase / G10H (1 of 17)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_8_10985000","OG0000688","Rb","Glyma.08G143800","Gmax_Wm82.a2.v1",8,10985000,10785000,11185000,10963999,10969341,"PTHR11132//PTHR11132:SF73 - SOLUTE CARRIER FAMILY 35 // SUBFAMILY NOT NAMED (1 of 7)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_8_4653010","OG0000853","Rb","Glyma.08G061500","Gmax_Wm82.a2.v1",8,4653010,4453010,4946918,4745228,4747004,"PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  (1 of 330)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_8_47117318","OG0002996","Rb","Glyma.08G360900","Gmax_Wm82.a2.v1",8,47117318,46917318,47317318,47259972,47267218,"PTHR12174:SF36 - SIGNAL PEPTIDE PEPTIDASE-LIKE 3-RELATED (1 of 4)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_8_5621113","OG0000997","Rb","Glyma.08G072300","Gmax_Wm82.a2.v1",8,5621113,5421113,5821113,5534625,5537952,"K17893 - ubiquinol oxidase (AOX1, AOX2)  (1 of 4)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_8_7787054","OG0001901","Rb","Glyma.08G104900","Gmax_Wm82.a2.v1",8,7787054,7587054,8217355,8067568,8069734,"PTHR15601 - STRESS ASSOCIATED ENDOPLASMIC RETICULUM PROTEIN  SERP1/RAMP4 (1 of 4)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_8_9172656","OG0001293","Rb","Glyma.08G120700","Gmax_Wm82.a2.v1",8,9172656,8972656,9388633,9317877,9320594,"PTHR22835//PTHR22835:SF120 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 5)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_9_3081917","OG0000059","Rb","Glyma.09G038900","Gmax_Wm82.a2.v1",9,3081917,2881917,3537280,3263227,3268153,"PTHR10641:SF203 - MYB DOMAIN PROTEIN 11-RELATED (1 of 4)",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Gmax_Wm82.a2.v1_Rb_9_48612289","OG0000226","Rb","Glyma.09G277000","Gmax_Wm82.a2.v1",9,48612289,48412289,49758866,49243593,49247193,"",3,1,0,0.448575471698113,0.330854716981132,0.330854716981132
"Sbicolor_v3.1.1_Rb_10_10223614","OG0000270","Rb","Sobic.010G106601","Sbicolor_v3.1.1",10,10223614,10123614,10323614,10257926,10259640,"similar to Putative uncharacterized protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_10_10223614","OG0000928","Rb","Sobic.010G105800","Sbicolor_v3.1.1",10,10223614,10123614,10323614,10131191,10135616,"similar to Putative uncharacterized protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_10_10223614","OG0001915","Rb","Sobic.010G106300","Sbicolor_v3.1.1",10,10223614,10123614,10323614,10184934,10186667,"similar to Ribonucleoside-diphosphate reductase small chain",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_10_10223614","OG0005427","Rb","Sobic.010G106100","Sbicolor_v3.1.1",10,10223614,10123614,10323614,10167355,10170851,"similar to Endoglucanase 17 precursor",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_10_10223614","OG0006169","Rb","Sobic.010G106200","Sbicolor_v3.1.1",10,10223614,10123614,10323614,10173334,10177966,"similar to Signal recognition particle 9 kDa protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_1_3318176","OG0000050","Rb","Sobic.001G043000","Sbicolor_v3.1.1",1,3318176,3218176,3418176,3224513,3226322,"similar to OSJNBa0081C01.23 protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_1_3318176","OG0000092","Rb","Sobic.001G044100","Sbicolor_v3.1.1",1,3318176,3218176,3418176,3297528,3300348,"similar to Putative uncharacterized protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_1_3318176","OG0000939","Rb","Sobic.001G042901","Sbicolor_v3.1.1",1,3318176,3218176,3418176,3217954,3219890,"similar to Putative uncharacterized protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_1_3318176","OG0001258","Rb","Sobic.001G045000","Sbicolor_v3.1.1",1,3318176,3218176,3418176,3342520,3346583,"similar to Putative uncharacterized protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_1_3318176","OG0011272","Rb","Sobic.001G043200","Sbicolor_v3.1.1",1,3318176,3218176,3418176,3240295,3243928,"similar to Expressed protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_1_56568091","OG0001891","Rb","Sobic.001G290600","Sbicolor_v3.1.1",1,56568091,56468091,56849383,56765493,56770487,"similar to Pyruvate kinase",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_1_56568091","OG0005451","Rb","Sobic.001G291100","Sbicolor_v3.1.1",1,56568091,56468091,56849383,56796451,56799604,"similar to Senescence-associated protein-like",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_1_56568091","OG0005948","Rb","Sobic.001G289100","Sbicolor_v3.1.1",1,56568091,56468091,56849383,56560201,56561506,"PTHR31213:SF6 - ABSCISIC ACID RECEPTOR PYL1-RELATED (1 of 1)",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_1_56568091","OG0006303","Rb","Sobic.001G288900","Sbicolor_v3.1.1",1,56568091,56468091,56849383,56549460,56552698,"similar to Os10g0573800 protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_1_56568091","OG0011283","Rb","Sobic.001G290766","Sbicolor_v3.1.1",1,56568091,56468091,56849383,56776311,56779059,"",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_2_72122043","OG0000596","Rb","Sobic.002G359200","Sbicolor_v3.1.1",2,72122043,72022043,72222043,72142948,72144625,"similar to Transcription factor (BHLH)-like protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_2_72122043","OG0000688","Rb","Sobic.002G359400","Sbicolor_v3.1.1",2,72122043,72022043,72222043,72166333,72170677,"similar to Transmembrane protein-like",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_2_72122043","OG0002203","Rb","Sobic.002G359700","Sbicolor_v3.1.1",2,72122043,72022043,72222043,72192356,72193761,"similar to Putative lateral organ boundaries (LOB) domain protein 37",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_2_72122043","OG0004180","Rb","Sobic.002G358600","Sbicolor_v3.1.1",2,72122043,72022043,72222043,72096041,72098767,"similar to Arm repeat-containing protein-like protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_2_72122043","OG0006151","Rb","Sobic.002G359800","Sbicolor_v3.1.1",2,72122043,72022043,72222043,72217233,72218600,"similar to Putative uncharacterized protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_3_56273036","OG0002333","Rb","Sobic.003G226400","Sbicolor_v3.1.1",3,56273036,56173036,56373036,56282388,56283107,"similar to Late embryogenesis-abundant protein Lea14-A-like",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_3_56273036","OG0002975","Rb","Sobic.003G226200","Sbicolor_v3.1.1",3,56273036,56173036,56373036,56261930,56268099,"similar to Os01g0624000 protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_3_56273036","OG0002975","Rb","Sobic.003G226300","Sbicolor_v3.1.1",3,56273036,56173036,56373036,56272611,56276329,"K12349 - neutral ceramidase (ASAH2)  (1 of 2)",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_3_56273036","OG0004429","Rb","Sobic.003G226500","Sbicolor_v3.1.1",3,56273036,56173036,56373036,56287247,56292939,"similar to Sgt1",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_3_5683108","OG0000035","Rb","Sobic.003G067600","Sbicolor_v3.1.1",3,5683108,5583108,5783108,5734677,5739236,"similar to Putative uncharacterized protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_3_5683108","OG0000035","Rb","Sobic.003G068100","Sbicolor_v3.1.1",3,5683108,5583108,5783108,5769733,5772798,"similar to Putative uncharacterized protein P0009G03.26",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_3_5683108","OG0000061","Rb","Sobic.003G067300","Sbicolor_v3.1.1",3,5683108,5583108,5783108,5728729,5729667,"similar to Histone H2B.5",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_3_5683108","OG0000061","Rb","Sobic.003G067500","Sbicolor_v3.1.1",3,5683108,5583108,5783108,5731628,5732428,"similar to Histone H2B.5",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_3_5683108","OG0005117","Rb","Sobic.003G064700","Sbicolor_v3.1.1",3,5683108,5583108,5783108,5576486,5583489,"similar to Putative uncharacterized protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_3_61738188","OG0001293","Rb","Sobic.003G283400","Sbicolor_v3.1.1",3,61738188,61638188,61924417,61769616,61772818,"similar to GDSL-motif lipase/hydrolase family protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_3_61738188","OG0001817","Rb","Sobic.003G283700","Sbicolor_v3.1.1",3,61738188,61638188,61924417,61781485,61782900,"similar to Putative uncharacterized protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_3_61738188","OG0002429","Rb","Sobic.003G284000","Sbicolor_v3.1.1",3,61738188,61638188,61924417,61800005,61805652,"similar to OSK1",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_3_61738188","OG0002832","Rb","Sobic.003G281500","Sbicolor_v3.1.1",3,61738188,61638188,61924417,61655478,61664524,"similar to Pleiotropic drug resistance protein 15",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_3_61738188","OG0004078","Rb","Sobic.003G285700","Sbicolor_v3.1.1",3,61738188,61638188,61924417,61889763,61895885,"similar to Putative uncharacterized protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_4_57470633","OG0000853","Rb","Sobic.004G223800","Sbicolor_v3.1.1",4,57470633,57370633,57570633,57449660,57452378,"similar to Membrane-associated salt-inducible protein like",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_4_57470633","OG0004233","Rb","Sobic.004G224500","Sbicolor_v3.1.1",4,57470633,57370633,57570633,57500155,57504943,"similar to ATP-dependent Clp protease proteolytic subunit",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_4_57470633","OG0007969","Rb","Sobic.004G224700","Sbicolor_v3.1.1",4,57470633,57370633,57570633,57516002,57522816,"similar to Putative carboxypeptidase D",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_4_57470633","OG0007969","Rb","Sobic.004G224766","Sbicolor_v3.1.1",4,57470633,57370633,57570633,57523234,57525188,"PTHR11802:SF31 - SERINE CARBOXYPEPTIDASE-LIKE 34 (1 of 2)",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_4_57470633","OG0011350","Rb","Sobic.004G223300","Sbicolor_v3.1.1",4,57470633,57370633,57570633,57381899,57399265,"PTHR23180:SF244 - ADP-RIBOSYLATION FACTOR GTPASE-ACTIVATING PROTEIN AGD2-RELATED (1 of 1)",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_7_63259127","OG0002160","Rb","Sobic.007G200600","Sbicolor_v3.1.1",7,63259127,63159127,63359127,63151274,63161821,"similar to Putative uncharacterized protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_7_63259127","OG0002766","Rb","Sobic.007G202000","Sbicolor_v3.1.1",7,63259127,63159127,63359127,63296735,63302531,"similar to Putative uncharacterized protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_7_63259127","OG0004425","Rb","Sobic.007G202600","Sbicolor_v3.1.1",7,63259127,63159127,63359127,63354324,63362422,"PTHR12537:SF74 - PUMILIO HOMOLOG 5-RELATED (1 of 3)",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_7_63259127","OG0005673","Rb","Sobic.007G201200","Sbicolor_v3.1.1",7,63259127,63159127,63359127,63221722,63223187,"similar to Os08g0517800 protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_7_63259127","OG0010243","Rb","Sobic.007G201900","Sbicolor_v3.1.1",7,63259127,63159127,63359127,63283857,63288793,"similar to Putative uncharacterized protein",3,5,0.8,0.346921348314607,0.0783694382022472,0.329151640449438
"Sbicolor_v3.1.1_Rb_4_4049376","OG0000184","Rb","Sobic.004G049900","Sbicolor_v3.1.1",4,4049376,3949376,4149376,4030275,4033060,"similar to AT4g05320/C17L7_240",3,7,0.857142857142857,0.346921348314607,0.0559781701444622,0.324673386837881
"Sbicolor_v3.1.1_Rb_4_4049376","OG0000184","Rb","Sobic.004G050000","Sbicolor_v3.1.1",4,4049376,3949376,4149376,4036136,4039089,"similar to AT4g05320/C17L7_240",3,7,0.857142857142857,0.346921348314607,0.0559781701444622,0.324673386837881
"Sbicolor_v3.1.1_Rb_4_4049376","OG0000184","Rb","Sobic.004G050100","Sbicolor_v3.1.1",4,4049376,3949376,4149376,4042868,4045944,"similar to AT4g05320/C17L7_240",3,7,0.857142857142857,0.346921348314607,0.0559781701444622,0.324673386837881
"Sbicolor_v3.1.1_Rb_4_4049376","OG0000222","Rb","Sobic.004G049800","Sbicolor_v3.1.1",4,4049376,3949376,4149376,4024677,4027607,"similar to Class III peroxidase 24 precursor",3,7,0.857142857142857,0.346921348314607,0.0559781701444622,0.324673386837881
"Sbicolor_v3.1.1_Rb_4_4049376","OG0000226","Rb","Sobic.004G049500","Sbicolor_v3.1.1",4,4049376,3949376,4149376,4003871,4007383,"similar to Putative serine/threonine protein kinase",3,7,0.857142857142857,0.346921348314607,0.0559781701444622,0.324673386837881
"Sbicolor_v3.1.1_Rb_4_4049376","OG0000349","Rb","Sobic.004G050600","Sbicolor_v3.1.1",4,4049376,3949376,4149376,4072314,4074052,"similar to Putative uncharacterized protein OJ9003_G05.30",3,7,0.857142857142857,0.346921348314607,0.0559781701444622,0.324673386837881
"Sbicolor_v3.1.1_Rb_4_4049376","OG0005598","Rb","Sobic.004G049700","Sbicolor_v3.1.1",4,4049376,3949376,4149376,4015798,4021395,"PF00642 - Zinc finger C-x8-C-x5-C-x3-H type (and similar) (zf-CCCH)  (1 of 42)",3,7,0.857142857142857,0.346921348314607,0.0559781701444622,0.324673386837881
"Gmax_Wm82.a2.v1_Rb_10_2248117","OG0000939","Rb","Glyma.10G025300","Gmax_Wm82.a2.v1",10,2248117,2048117,2899499,2189157,2190507,"PTHR11088:SF30 - ADENYLATE ISOPENTENYLTRANSFERASE 3, CHLOROPLASTIC (1 of 4)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_10_2248117","OG0006169","Rb","Glyma.10G032800","Gmax_Wm82.a2.v1",10,2248117,2048117,2899499,2842291,2852708,"K03109 - signal recognition particle subunit SRP9 (SRP9)  (1 of 3)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_10_4021337","OG0003154","Rb","Glyma.10G046100","Gmax_Wm82.a2.v1",10,4021337,3821337,4503003,4117216,4120426,"4.2.2.2 - Pectate lyase / PPase-N (1 of 40)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_10_4021337","OG0004786","Rb","Glyma.10G042800","Gmax_Wm82.a2.v1",10,4021337,3821337,4503003,3838844,3844535,"",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_10_42960689","OG0000061","Rb","Glyma.10G198500","Gmax_Wm82.a2.v1",10,42960689,42760689,43386362,42958437,42959619,"K11252 - histone H2B (H2B)  (1 of 16)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_10_42960689","OG0000490","Rb","Glyma.10G201700","Gmax_Wm82.a2.v1",10,42960689,42760689,43386362,43287637,43295354,"PTHR32044:SF21 - MANNAN SYNTHASE 7-RELATED (1 of 2)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_10_5229058","OG0001813","Rb","Glyma.10G057700","Gmax_Wm82.a2.v1",10,5229058,5029058,5429058,5269689,5281172,"PTHR19241:SF252 - WHITE-BROWN COMPLEX HOMOLOG PROTEIN 30-RELATED (1 of 2)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_10_5229058","OG0004343","Rb","Glyma.10G057600","Gmax_Wm82.a2.v1",10,5229058,5029058,5429058,5260349,5263274,"2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 2306)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_11_117451","OG0004429","Rb","Glyma.11G021000","Gmax_Wm82.a2.v1",11,117451,1,1730847,1492434,1497351,"K12795 - suppressor of G2 allele of SKP1 (SUGT1, SGT1)  (1 of 5)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_11_117451","OG0006759","Rb","Glyma.11G012200","Gmax_Wm82.a2.v1",11,117451,1,1730847,860929,866110,"K12811 - ATP-dependent RNA helicase DDX46/PRP5 (DDX46, PRP5)  (1 of 2)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_12_6068921","OG0001813","Rb","Glyma.12G078000","Gmax_Wm82.a2.v1",12,6068921,5868921,6581435,6072988,6079965,"PTHR19241:SF249 - ABC TRANSPORTER G FAMILY MEMBER 28 (1 of 2)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_12_6068921","OG0003857","Rb","Glyma.12G078500","Gmax_Wm82.a2.v1",12,6068921,5868921,6581435,6115026,6122381,"",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_13_16020523","OG0002621","Rb","Glyma.13G061100","Gmax_Wm82.a2.v1",13,16020523,15820523,16220523,15853544,15857439,"",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_13_16020523","OG0010362","Rb","Glyma.13G062300","Gmax_Wm82.a2.v1",13,16020523,15820523,16220523,16005409,16007730,"PF01535//PF13041//PF14432 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  // DYW family of nucleic acid deaminases (DYW_deaminase)  (1 of 113)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_14_1416586","OG0003973","Rb","Glyma.14G020000","Gmax_Wm82.a2.v1",14,1416586,1216586,1616586,1419192,1421549,"PTHR32227:SF116 - O-GLYCOSYL HYDROLASES FAMILY 17 PROTEIN (1 of 3)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_14_1416586","OG0010487","Rb","Glyma.14G021200","Gmax_Wm82.a2.v1",14,1416586,1216586,1616586,1489197,1494157,"PTHR13161:SF15 - SPLICING FACTOR, SUPPRESSOR OF WHITE-APRICOT HOMOLOG (1 of 2)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
